# Two Dipoles. Perpendicular moments. $l=2$, $h=-2$
# Commit: 2026-06-04-2-g5a5da60-dirty
# KinematicViscosity: 0
# TauMode: Dynamic τ_i = 1/Σ_n exp(-ξ²)
# Date: 2026-06-10 04:21:57
time,d1_rx,d1_ry,d1_mx,d1_my,d2_rx,d2_ry,d2_mx,d2_my,sum_zeta_square
75.999998,8.472990,6.816852,-0.058971,1.058971,8.816852,6.472990,1.058971,-0.058971,2.249796
76.999998,8.567755,6.930144,-0.070626,1.070626,8.930144,6.567755,1.070626,-0.070626,2.302456
77.999998,8.659818,7.043054,-0.081140,1.081140,9.043054,6.659818,1.081140,-0.081140,2.350896
78.999998,8.748763,7.155528,-0.090438,1.090438,9.155528,6.748763,1.090438,-0.090438,2.394470
79.999998,8.834109,7.267506,-0.098433,1.098433,9.267506,6.834109,1.098433,-0.098433,2.432488
80.999998,8.915306,7.378924,-0.105022,1.105022,9.378924,6.915306,1.105022,-0.105022,2.464207
81.999998,8.991733,7.489720,-0.110088,1.110088,9.489720,6.991733,1.110088,-0.110088,2.488831
82.999998,9.062708,7.599837,-0.113499,1.113499,9.599837,7.062708,1.113499,-0.113499,2.505524
83.999998,9.127515,7.709232,-0.115109,1.115109,9.709232,7.127515,1.115109,-0.115109,2.513437
84.999998,9.185449,7.817894,-0.114773,1.114773,9.817894,7.185449,1.114773,-0.114773,2.511784
85.999998,9.235894,7.925854,-0.112364,1.112364,9.925854,7.235894,1.112364,-0.112364,2.499958
86.999998,9.278424,8.033210,-0.107807,1.107807,10.033210,7.278424,1.107807,-0.107807,2.477717
87.999998,9.312922,8.140137,-0.101127,1.101127,10.140137,7.312922,1.101127,-0.101127,2.445414
88.999998,9.339672,8.246887,-0.092497,1.092497,10.246887,7.339672,1.092497,-0.092497,2.404209
89.999998,9.359401,8.353768,-0.082270,1.082270,10.353768,7.359401,1.082270,-0.082270,2.356154
90.999998,9.373207,8.461102,-0.070976,1.070976,10.461102,7.373207,1.070976,-0.070976,2.304054
91.999998,9.382403,8.569167,-0.059254,1.059254,10.569167,7.382403,1.059254,-0.059254,2.251062
92.999998,9.388310,8.678159,-0.047754,1.047754,10.678159,7.388310,1.047754,-0.047754,2.200136
93.999998,9.392086,8.788165,-0.037021,1.037021,10.788165,7.392086,1.037021,-0.037021,2.153566
94.999998,9.394623,8.899179,-0.027428,1.027428,10.899179,7.394623,1.027428,-0.027428,2.112721
95.999998,9.396533,9.011126,-0.019153,1.019153,11.011126,7.396533,1.019153,-0.019153,2.078078
96.999998,9.398196,9.123891,-0.012205,1.012205,11.123891,7.398196,1.012205,-0.012205,2.049417
97.999998,9.399821,9.237352,-0.006483,1.006483,11.237352,7.399821,1.006483,-0.006483,2.026100
98.999998,9.401509,9.351388,-0.001823,1.001823,11.351388,7.401509,1.001823,-0.001823,2.007305
99.999998,9.403296,9.465896,0.001954,0.998046,11.465896,7.403296,0.998046,0.001954,1.992201
