# Two Dipoles. Viscous opposite moments. $\\Reyn=0.5$, $x(0)=3$
# Commit: 2026-08-08-4-g5e9f416
# KinematicViscosity: 2
# TauMode: ConstPi32 τ = 1/π^(3/2)
# Date: 2026-08-14 01:33:44
time,d1_rx,d1_mx,d2_rx,d2_mx,sum_zeta_square,linear_impulse_x,linear_impulse_y,linear_impulse_z,angular_impulse_x,angular_impulse_y,angular_impulse_z
21.200000,0.525786,0.234647,2.474214,-0.234647,0.110119,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21.300000,0.524978,0.233291,2.475022,-0.233291,0.108849,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21.400000,0.524175,0.231950,2.475825,-0.231950,0.107602,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21.500000,0.523376,0.230625,2.476624,-0.230625,0.106376,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21.600000,0.522582,0.229316,2.477418,-0.229316,0.105172,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21.700000,0.521792,0.228022,2.478208,-0.228022,0.103988,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21.800000,0.521007,0.226743,2.478993,-0.226743,0.102824,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21.900000,0.520227,0.225478,2.479773,-0.225478,0.101681,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
22.000000,0.519451,0.224228,2.480549,-0.224228,0.100556,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
22.100000,0.518679,0.222992,2.481321,-0.222992,0.099451,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
22.200000,0.517912,0.221770,2.482088,-0.221770,0.098364,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
22.300000,0.517149,0.220562,2.482851,-0.220562,0.097295,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
22.399999,0.516391,0.219367,2.483609,-0.219367,0.096244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
22.499999,0.515636,0.218186,2.484364,-0.218186,0.095210,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
22.599999,0.514886,0.217017,2.485114,-0.217017,0.094193,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
22.699999,0.514141,0.215862,2.485859,-0.215862,0.093193,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
22.799999,0.513399,0.214719,2.486601,-0.214719,0.092209,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
22.899999,0.512661,0.213589,2.487339,-0.213589,0.091240,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
22.999999,0.511928,0.212471,2.488072,-0.212471,0.090288,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
23.099999,0.511199,0.211365,2.488801,-0.211365,0.089350,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
23.199999,0.510474,0.210271,2.489526,-0.210271,0.088427,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
23.299999,0.509753,0.209188,2.490247,-0.209188,0.087519,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
23.399999,0.509035,0.208117,2.490965,-0.208117,0.086626,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
23.499999,0.508322,0.207058,2.491678,-0.207058,0.085746,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
23.599999,0.507613,0.206009,2.492387,-0.206009,0.084879,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
23.699999,0.506907,0.204971,2.493093,-0.204971,0.084027,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
23.799999,0.506206,0.203945,2.493794,-0.203945,0.083187,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
23.899999,0.505508,0.202929,2.494492,-0.202929,0.082360,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
23.999999,0.504814,0.201923,2.495186,-0.201923,0.081546,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
24.099999,0.504124,0.200928,2.495876,-0.200928,0.080744,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
24.199999,0.503438,0.199943,2.496562,-0.199943,0.079954,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
24.299999,0.502755,0.198967,2.497245,-0.198967,0.079176,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
24.399999,0.502076,0.198002,2.497924,-0.198002,0.078410,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
24.499999,0.501400,0.197047,2.498600,-0.197047,0.077655,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
24.599999,0.500728,0.196101,2.499272,-0.196101,0.076911,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
24.699999,0.500060,0.195164,2.499940,-0.195164,0.076178,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
24.799999,0.499396,0.194237,2.500604,-0.194237,0.075456,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
24.899999,0.498734,0.193319,2.501266,-0.193319,0.074744,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
24.999999,0.498077,0.192409,2.501923,-0.192409,0.074043,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
25.099999,0.497422,0.191509,2.502578,-0.191509,0.073352,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
25.199999,0.496772,0.190618,2.503228,-0.190618,0.072670,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
25.299999,0.496124,0.189735,2.503876,-0.189735,0.071999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
25.399999,0.495480,0.188860,2.504520,-0.188860,0.071337,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
25.499999,0.494839,0.187994,2.505161,-0.187994,0.070684,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
25.599999,0.494202,0.187137,2.505798,-0.187137,0.070040,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
25.699999,0.493568,0.186287,2.506432,-0.186287,0.069406,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
25.799999,0.492937,0.185446,2.507063,-0.185446,0.068780,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
25.899999,0.492310,0.184612,2.507690,-0.184612,0.068163,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
25.999999,0.491685,0.183786,2.508315,-0.183786,0.067555,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26.099999,0.491064,0.182968,2.508936,-0.182968,0.066955,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26.199999,0.490446,0.182158,2.509554,-0.182158,0.066363,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26.299999,0.489831,0.181355,2.510169,-0.181355,0.065779,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26.399999,0.489219,0.180559,2.510781,-0.180559,0.065203,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26.499999,0.488611,0.179770,2.511389,-0.179770,0.064635,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26.599999,0.488005,0.178989,2.511995,-0.178989,0.064074,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26.699999,0.487402,0.178215,2.512598,-0.178215,0.063521,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26.799999,0.486803,0.177448,2.513197,-0.177448,0.062976,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26.899999,0.486206,0.176688,2.513794,-0.176688,0.062437,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26.999999,0.485612,0.175934,2.514388,-0.175934,0.061906,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27.099999,0.485022,0.175188,2.514978,-0.175188,0.061381,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27.199999,0.484434,0.174448,2.515566,-0.174448,0.060864,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27.299999,0.483849,0.173714,2.516151,-0.173714,0.060353,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27.399999,0.483267,0.172987,2.516733,-0.172987,0.059849,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27.499999,0.482687,0.172266,2.517313,-0.172266,0.059351,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27.599999,0.482111,0.171552,2.517889,-0.171552,0.058860,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27.699999,0.481537,0.170844,2.518463,-0.170844,0.058375,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27.799999,0.480966,0.170141,2.519034,-0.170141,0.057896,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27.899999,0.480398,0.169445,2.519602,-0.169445,0.057423,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27.999999,0.479833,0.168755,2.520167,-0.168755,0.056957,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
28.099999,0.479270,0.168071,2.520730,-0.168071,0.056496,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
28.199999,0.478710,0.167393,2.521290,-0.167393,0.056041,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
28.299999,0.478153,0.166720,2.521847,-0.166720,0.055591,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
28.399999,0.477598,0.166053,2.522402,-0.166053,0.055147,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
28.499999,0.477046,0.165391,2.522954,-0.165391,0.054709,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
28.599999,0.476496,0.164735,2.523504,-0.164735,0.054276,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
28.699999,0.475949,0.164085,2.524051,-0.164085,0.053848,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
28.799999,0.475405,0.163440,2.524595,-0.163440,0.053425,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
28.899999,0.474863,0.162800,2.525137,-0.162800,0.053008,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
28.999999,0.474323,0.162166,2.525677,-0.162166,0.052595,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
29.099999,0.473786,0.161536,2.526214,-0.161536,0.052188,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
29.199999,0.473252,0.160912,2.526748,-0.160912,0.051785,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
29.299999,0.472720,0.160293,2.527280,-0.160293,0.051388,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
29.399999,0.472191,0.159679,2.527809,-0.159679,0.050995,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
29.499999,0.471663,0.159070,2.528337,-0.159070,0.050606,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
29.599999,0.471139,0.158465,2.528861,-0.158465,0.050222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
29.699999,0.470616,0.157866,2.529384,-0.157866,0.049843,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
29.799999,0.470096,0.157271,2.529904,-0.157271,0.049468,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
29.899999,0.469579,0.156681,2.530421,-0.156681,0.049098,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
29.999999,0.469063,0.156095,2.530937,-0.156095,0.048732,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
30.099999,0.468550,0.155515,2.531450,-0.155515,0.048370,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
30.199999,0.468040,0.154938,2.531960,-0.154938,0.048012,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
30.299999,0.467531,0.154367,2.532469,-0.154367,0.047658,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
30.399999,0.467025,0.153799,2.532975,-0.153799,0.047308,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
30.499999,0.466521,0.153236,2.533479,-0.153236,0.046963,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
30.599999,0.466019,0.152678,2.533981,-0.152678,0.046621,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
30.699999,0.465519,0.152123,2.534481,-0.152123,0.046283,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
30.799999,0.465022,0.151573,2.534978,-0.151573,0.045949,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
30.899999,0.464527,0.151027,2.535473,-0.151027,0.045618,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
30.999999,0.464034,0.150485,2.535966,-0.150485,0.045292,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
31.099999,0.463543,0.149948,2.536457,-0.149948,0.044969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
31.199999,0.463054,0.149414,2.536946,-0.149414,0.044649,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
31.299999,0.462567,0.148884,2.537433,-0.148884,0.044333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
31.399999,0.462083,0.148359,2.537917,-0.148359,0.044021,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
31.499999,0.461600,0.147837,2.538400,-0.147837,0.043711,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
31.599999,0.461119,0.147319,2.538881,-0.147319,0.043406,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
31.699999,0.460641,0.146805,2.539359,-0.146805,0.043103,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
31.799999,0.460164,0.146294,2.539836,-0.146294,0.042804,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
31.899999,0.459690,0.145788,2.540310,-0.145788,0.042508,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
31.999999,0.459218,0.145285,2.540782,-0.145285,0.042215,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
32.099999,0.458747,0.144785,2.541253,-0.144785,0.041926,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
32.199999,0.458279,0.144290,2.541721,-0.144290,0.041639,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
32.299999,0.457812,0.143798,2.542188,-0.143798,0.041355,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
32.399999,0.457347,0.143309,2.542653,-0.143309,0.041075,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
32.499999,0.456885,0.142824,2.543115,-0.142824,0.040797,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
32.599999,0.456424,0.142342,2.543576,-0.142342,0.040523,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
32.699999,0.455965,0.141864,2.544035,-0.141864,0.040251,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
32.799999,0.455508,0.141389,2.544492,-0.141389,0.039982,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
32.899999,0.455053,0.140918,2.544947,-0.140918,0.039716,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
32.999999,0.454599,0.140450,2.545401,-0.140450,0.039452,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
33.099999,0.454148,0.139985,2.545852,-0.139985,0.039191,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
33.199999,0.453698,0.139523,2.546302,-0.139523,0.038933,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
33.299999,0.453250,0.139065,2.546750,-0.139065,0.038678,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
33.399999,0.452804,0.138609,2.547196,-0.138609,0.038425,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
33.499999,0.452360,0.138157,2.547640,-0.138157,0.038175,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
33.599999,0.451917,0.137708,2.548083,-0.137708,0.037927,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
33.699999,0.451477,0.137262,2.548523,-0.137262,0.037682,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
33.799999,0.451038,0.136819,2.548962,-0.136819,0.037439,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
33.899999,0.450600,0.136379,2.549400,-0.136379,0.037199,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
33.999999,0.450165,0.135943,2.549835,-0.135943,0.036961,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
34.099999,0.449731,0.135509,2.550269,-0.135509,0.036725,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
34.199999,0.449299,0.135078,2.550701,-0.135078,0.036492,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
34.299999,0.448868,0.134649,2.551132,-0.134649,0.036261,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
34.399999,0.448440,0.134224,2.551560,-0.134224,0.036032,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
34.499999,0.448013,0.133802,2.551987,-0.133802,0.035806,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
34.599999,0.447587,0.133382,2.552413,-0.133382,0.035582,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
34.699999,0.447163,0.132965,2.552837,-0.132965,0.035359,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
34.799999,0.446741,0.132551,2.553259,-0.132551,0.035140,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
34.899999,0.446321,0.132140,2.553679,-0.132140,0.034922,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
34.999999,0.445902,0.131731,2.554098,-0.131731,0.034706,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
35.099999,0.445484,0.131325,2.554516,-0.131325,0.034492,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
35.199999,0.445069,0.130921,2.554931,-0.130921,0.034281,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
35.299999,0.444654,0.130521,2.555346,-0.130521,0.034071,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
35.399999,0.444242,0.130122,2.555758,-0.130122,0.033864,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
35.499999,0.443831,0.129727,2.556169,-0.129727,0.033658,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
35.599999,0.443421,0.129334,2.556579,-0.129334,0.033454,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
35.699999,0.443013,0.128943,2.556987,-0.128943,0.033253,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
35.799999,0.442607,0.128555,2.557393,-0.128555,0.033053,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
35.899999,0.442202,0.128169,2.557798,-0.128169,0.032855,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
35.999999,0.441798,0.127786,2.558202,-0.127786,0.032659,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
36.099999,0.441396,0.127405,2.558604,-0.127405,0.032464,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
36.199999,0.440996,0.127027,2.559004,-0.127027,0.032272,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
36.299999,0.440596,0.126651,2.559404,-0.126651,0.032081,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
36.399999,0.440199,0.126277,2.559801,-0.126277,0.031892,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
36.499999,0.439803,0.125906,2.560197,-0.125906,0.031705,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
36.599999,0.439408,0.125537,2.560592,-0.125537,0.031519,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
36.699999,0.439015,0.125170,2.560985,-0.125170,0.031335,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
36.799999,0.438623,0.124806,2.561377,-0.124806,0.031153,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
36.899999,0.438233,0.124443,2.561767,-0.124443,0.030972,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
36.999999,0.437844,0.124083,2.562156,-0.124083,0.030793,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
37.099999,0.437456,0.123725,2.562544,-0.123725,0.030616,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
37.199999,0.437070,0.123370,2.562930,-0.123370,0.030440,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
37.299999,0.436685,0.123016,2.563315,-0.123016,0.030266,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
37.399999,0.436301,0.122665,2.563699,-0.122665,0.030093,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
37.499999,0.435919,0.122316,2.564081,-0.122316,0.029922,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
37.599999,0.435538,0.121969,2.564462,-0.121969,0.029753,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
37.699999,0.435159,0.121623,2.564841,-0.121623,0.029585,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
37.799999,0.434781,0.121280,2.565219,-0.121280,0.029418,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
37.899999,0.434404,0.120939,2.565596,-0.120939,0.029253,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
37.999999,0.434028,0.120601,2.565972,-0.120601,0.029089,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
38.099999,0.433654,0.120264,2.566346,-0.120264,0.028927,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
38.199999,0.433281,0.119929,2.566719,-0.119929,0.028766,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
38.299999,0.432910,0.119596,2.567090,-0.119596,0.028606,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
38.399999,0.432540,0.119265,2.567460,-0.119265,0.028448,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
38.499999,0.432171,0.118936,2.567829,-0.118936,0.028291,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
38.599999,0.431803,0.118608,2.568197,-0.118608,0.028136,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
38.699999,0.431436,0.118283,2.568564,-0.118283,0.027982,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
38.799999,0.431071,0.117960,2.568929,-0.117960,0.027829,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
38.899999,0.430707,0.117638,2.569293,-0.117638,0.027677,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
38.999999,0.430344,0.117318,2.569656,-0.117318,0.027527,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
39.099999,0.429983,0.117001,2.570017,-0.117001,0.027378,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
39.199999,0.429622,0.116685,2.570378,-0.116685,0.027231,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
39.299999,0.429263,0.116370,2.570737,-0.116370,0.027084,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
39.399999,0.428905,0.116058,2.571095,-0.116058,0.026939,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
39.499999,0.428549,0.115747,2.571451,-0.115747,0.026795,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
39.599999,0.428193,0.115438,2.571807,-0.115438,0.026652,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
39.699999,0.427839,0.115131,2.572161,-0.115131,0.026510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
39.799999,0.427485,0.114826,2.572515,-0.114826,0.026370,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
39.899999,0.427133,0.114522,2.572867,-0.114522,0.026231,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
39.999999,0.426783,0.114220,2.573217,-0.114220,0.026092,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
40.099999,0.426433,0.113920,2.573567,-0.113920,0.025955,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
40.199999,0.426084,0.113621,2.573916,-0.113621,0.025819,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
40.299999,0.425737,0.113324,2.574263,-0.113324,0.025685,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
40.399999,0.425391,0.113029,2.574609,-0.113029,0.025551,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
40.499999,0.425046,0.112735,2.574954,-0.112735,0.025418,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
40.599999,0.424701,0.112443,2.575299,-0.112443,0.025287,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
40.699999,0.424359,0.112152,2.575641,-0.112152,0.025156,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
40.799999,0.424017,0.111863,2.575983,-0.111863,0.025027,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
40.899999,0.423676,0.111576,2.576324,-0.111576,0.024898,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
40.999999,0.423336,0.111290,2.576664,-0.111290,0.024771,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
41.099999,0.422998,0.111006,2.577002,-0.111006,0.024644,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
41.199999,0.422660,0.110723,2.577340,-0.110723,0.024519,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
41.299999,0.422324,0.110442,2.577676,-0.110442,0.024395,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
41.399999,0.421989,0.110162,2.578011,-0.110162,0.024271,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
41.499999,0.421654,0.109884,2.578346,-0.109884,0.024149,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
41.599999,0.421321,0.109607,2.578679,-0.109607,0.024027,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
41.699999,0.420989,0.109332,2.579011,-0.109332,0.023907,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
41.799999,0.420658,0.109058,2.579342,-0.109058,0.023787,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
41.899999,0.420328,0.108785,2.579672,-0.108785,0.023668,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
41.999999,0.419999,0.108514,2.580001,-0.108514,0.023551,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
42.099999,0.419671,0.108245,2.580329,-0.108245,0.023434,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
42.199999,0.419344,0.107977,2.580656,-0.107977,0.023318,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
42.299999,0.419018,0.107710,2.580982,-0.107710,0.023203,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
42.399999,0.418693,0.107445,2.581307,-0.107445,0.023089,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
42.499999,0.418369,0.107181,2.581631,-0.107181,0.022975,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
42.599999,0.418046,0.106918,2.581954,-0.106918,0.022863,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
42.699999,0.417724,0.106657,2.582276,-0.106657,0.022751,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
42.799999,0.417403,0.106397,2.582597,-0.106397,0.022641,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
42.899999,0.417083,0.106139,2.582917,-0.106139,0.022531,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
42.999999,0.416764,0.105882,2.583236,-0.105882,0.022422,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
43.099999,0.416446,0.105626,2.583554,-0.105626,0.022314,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
43.199999,0.416129,0.105371,2.583871,-0.105371,0.022206,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
43.299999,0.415812,0.105118,2.584188,-0.105118,0.022100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
43.399999,0.415497,0.104866,2.584503,-0.104866,0.021994,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
43.499999,0.415183,0.104615,2.584817,-0.104615,0.021889,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
43.599999,0.414869,0.104366,2.585131,-0.104366,0.021784,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
43.699999,0.414557,0.104118,2.585443,-0.104118,0.021681,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
