# Two Dipoles. Viscous opposite moments. $\\Reyn=4$, $x(0)=3$
# Commit: 2026-06-04-2-g5a5da60-dirty
# KinematicViscosity: 0.25
# TauMode: ConstPi32 τ = 1/π^(3/2)
# Date: 2026-06-10 04:21:57
time,d1_rx,d1_mx,d2_rx,d2_mx,sum_zeta_square
8.500000,0.838073,1.133855,2.161927,-1.133855,2.571253
8.600000,0.844239,1.134269,2.155761,-1.134269,2.573131
8.700000,0.850277,1.134534,2.149723,-1.134534,2.574334
8.800000,0.856188,1.134646,2.143812,-1.134646,2.574843
8.900000,0.861973,1.134602,2.138027,-1.134602,2.574643
9.000000,0.867632,1.134398,2.132368,-1.134398,2.573718
9.100000,0.873166,1.134032,2.126834,-1.134032,2.572055
9.200000,0.878576,1.133500,2.121424,-1.133500,2.569643
9.300000,0.883862,1.132800,2.116138,-1.132800,2.566471
9.400000,0.889027,1.131930,2.110973,-1.131930,2.562531
9.500000,0.894071,1.130888,2.105929,-1.130888,2.557817
9.600000,0.898994,1.129674,2.101006,-1.129674,2.552324
9.700000,0.903799,1.128284,2.096201,-1.128284,2.546049
9.800000,0.908487,1.126719,2.091513,-1.126719,2.538991
9.900000,0.913059,1.124978,2.086941,-1.124978,2.531150
10.000000,0.917516,1.123060,2.082484,-1.123060,2.522529
10.100000,0.921860,1.120966,2.078140,-1.120966,2.513131
10.200000,0.926092,1.118696,2.073908,-1.118696,2.502961
10.300000,0.930214,1.116250,2.069786,-1.116250,2.492028
10.400000,0.934227,1.113629,2.065773,-1.113629,2.480339
10.500000,0.938134,1.110834,2.061866,-1.110834,2.467906
10.600000,0.941934,1.107867,2.058066,-1.107867,2.454738
10.700000,0.945631,1.104728,2.054369,-1.104728,2.440850
10.800000,0.949225,1.101421,2.050775,-1.101421,2.426255
10.900000,0.952719,1.097946,2.047281,-1.097946,2.410970
11.000000,0.956113,1.094306,2.043887,-1.094306,2.395010
11.100000,0.959410,1.090503,2.040590,-1.090503,2.378394
11.200000,0.962611,1.086540,2.037389,-1.086540,2.361140
11.300000,0.965717,1.082420,2.034283,-1.082420,2.343268
11.400000,0.968731,1.078146,2.031269,-1.078146,2.324799
11.500000,0.971654,1.073721,2.028346,-1.073721,2.305753
11.600000,0.974487,1.069148,2.025513,-1.069148,2.286153
11.700000,0.977232,1.064430,2.022768,-1.064430,2.266021
11.800000,0.979891,1.059571,2.020109,-1.059571,2.245381
11.900000,0.982465,1.054575,2.017535,-1.054575,2.224256
12.000000,0.984956,1.049445,2.015044,-1.049445,2.202670
12.100000,0.987365,1.044186,2.012635,-1.044186,2.180648
12.200000,0.989694,1.038801,2.010306,-1.038801,2.158213
12.300000,0.991944,1.033294,2.008056,-1.033294,2.135391
12.400000,0.994117,1.027669,2.005883,-1.027669,2.112206
12.500000,0.996215,1.021930,2.003785,-1.021930,2.088683
12.600000,0.998238,1.016083,2.001762,-1.016083,2.064847
12.700000,1.000187,1.010129,1.999813,-1.010129,2.040723
12.800000,1.002066,1.004075,1.997934,-1.004075,2.016334
12.900000,1.003874,0.997924,1.996126,-0.997924,1.991706
13.000000,1.005613,0.991681,1.994387,-0.991681,1.966863
13.100000,1.007285,0.985349,1.992715,-0.985349,1.941827
13.200000,1.008891,0.978934,1.991109,-0.978934,1.916623
13.300000,1.010432,0.972439,1.989568,-0.972439,1.891273
13.400000,1.011909,0.965868,1.988091,-0.965868,1.865801
13.500000,1.013324,0.959226,1.986676,-0.959226,1.840228
13.600000,1.014678,0.952517,1.985322,-0.952517,1.814576
13.700000,1.015972,0.945745,1.984028,-0.945745,1.788866
13.800000,1.017207,0.938914,1.982793,-0.938914,1.763119
13.900000,1.018384,0.932028,1.981616,-0.932028,1.737354
