# Two Dipoles from onedisk
# Commit: 2026-06-04-2-g5a5da60-dirty
# KinematicViscosity: 0
# TauMode: Dynamic τ_i = 1/Σ_n exp(-ξ²)
# Date: 2026-06-10 04:21:57
time,d1_rx,d1_ry,d1_rz,d1_mx,d1_my,d1_mz,d2_rx,d2_ry,d2_rz,d2_mx,d2_my,d2_mz,sum_zeta_square
86.999998,-0.447878,0.996390,0.669744,-0.937315,-0.252254,0.060008,-0.394157,0.857486,0.667895,0.896315,0.335254,0.004992,1.861594
87.499998,-0.451737,1.000809,0.673627,-0.930710,-0.270394,0.059763,-0.395169,0.862942,0.671693,0.889710,0.353394,0.005237,1.859404
87.999998,-0.455587,1.005198,0.677510,-0.923745,-0.288386,0.059508,-0.396192,0.868427,0.675491,0.882745,0.371386,0.005492,1.857208
88.499998,-0.459427,1.009557,0.681392,-0.916423,-0.306223,0.059242,-0.397226,0.873940,0.679289,0.875423,0.389223,0.005758,1.855006
88.999998,-0.463256,1.013889,0.685273,-0.908748,-0.323897,0.058965,-0.398271,0.879481,0.683088,0.867748,0.406897,0.006035,1.852797
89.499998,-0.467075,1.018191,0.689154,-0.900723,-0.341403,0.058678,-0.399330,0.885051,0.686887,0.859723,0.424403,0.006322,1.850582
89.999998,-0.470881,1.022465,0.693035,-0.892352,-0.358732,0.058381,-0.400401,0.890648,0.690686,0.851352,0.441732,0.006619,1.848361
90.499998,-0.474676,1.026710,0.696915,-0.883640,-0.375878,0.058074,-0.401485,0.896273,0.694486,0.842640,0.458878,0.006926,1.846134
90.999998,-0.478458,1.030928,0.700795,-0.874589,-0.392833,0.057756,-0.402583,0.901925,0.698287,0.833589,0.475833,0.007244,1.843900
91.499998,-0.482227,1.035117,0.704674,-0.865204,-0.409593,0.057429,-0.403696,0.907604,0.702087,0.824204,0.492593,0.007571,1.841661
91.999998,-0.485982,1.039279,0.708552,-0.855490,-0.426149,0.057092,-0.404824,0.913309,0.705889,0.814490,0.509149,0.007908,1.839415
92.499998,-0.489722,1.043413,0.712430,-0.845451,-0.442495,0.056746,-0.405968,0.919041,0.709690,0.804451,0.525495,0.008254,1.837163
92.999998,-0.493447,1.047521,0.716308,-0.835091,-0.458625,0.056390,-0.407128,0.924799,0.713493,0.794091,0.541625,0.008610,1.834906
93.499998,-0.497157,1.051601,0.720185,-0.824414,-0.474533,0.056025,-0.408304,0.930583,0.717295,0.783414,0.557533,0.008975,1.832642
93.999998,-0.500851,1.055655,0.724061,-0.813427,-0.490212,0.055651,-0.409498,0.936392,0.721099,0.772427,0.573212,0.009349,1.830372
94.499998,-0.504528,1.059683,0.727936,-0.802133,-0.505656,0.055268,-0.410709,0.942226,0.724903,0.761133,0.588656,0.009732,1.828096
94.999998,-0.508187,1.063685,0.731811,-0.790539,-0.520860,0.054877,-0.411938,0.948084,0.728707,0.749538,0.603860,0.010123,1.825814
95.499998,-0.511829,1.067661,0.735685,-0.778647,-0.535816,0.054477,-0.413186,0.953967,0.732512,0.737647,0.618816,0.010523,1.823526
95.999998,-0.515453,1.071612,0.739559,-0.766465,-0.550520,0.054068,-0.414453,0.959874,0.736317,0.725465,0.633520,0.010932,1.821232
96.499998,-0.519058,1.075538,0.743432,-0.753998,-0.564966,0.053652,-0.415740,0.965805,0.740123,0.712998,0.647966,0.011348,1.818932
96.999998,-0.522644,1.079440,0.747304,-0.741250,-0.579148,0.053227,-0.417047,0.971759,0.743930,0.700250,0.662148,0.011773,1.816626
97.499998,-0.526209,1.083317,0.751175,-0.728228,-0.593060,0.052795,-0.418374,0.977735,0.747737,0.687228,0.676060,0.012205,1.814314
97.999998,-0.529755,1.087171,0.755046,-0.714938,-0.606698,0.052355,-0.419723,0.983734,0.751545,0.673938,0.689698,0.012645,1.811995
98.499998,-0.533279,1.091001,0.758916,-0.701384,-0.620056,0.051908,-0.421093,0.989754,0.755354,0.660384,0.703056,0.013092,1.809671
98.999998,-0.536782,1.094808,0.762785,-0.687574,-0.633130,0.051454,-0.422484,0.995797,0.759163,0.646574,0.716130,0.013546,1.807340
99.499998,-0.540264,1.098592,0.766653,-0.673512,-0.645913,0.050992,-0.423898,1.001860,0.762973,0.632512,0.728913,0.014008,1.805004
99.999998,-0.543723,1.102354,0.770520,-0.659205,-0.658402,0.050524,-0.425335,1.007944,0.766784,0.618205,0.741402,0.014476,1.802661
100.499998,-0.547159,1.106095,0.774387,-0.644660,-0.670591,0.050050,-0.426795,1.014048,0.770595,0.603660,0.753591,0.014950,1.800312
100.999998,-0.550572,1.109814,0.778253,-0.629883,-0.682476,0.049569,-0.428278,1.020171,0.774407,0.588883,0.765476,0.015431,1.797957
101.499998,-0.553962,1.113512,0.782118,-0.614879,-0.694052,0.049082,-0.429786,1.026314,0.778220,0.573879,0.777052,0.015918,1.795595
101.999998,-0.557327,1.117189,0.785982,-0.599656,-0.705316,0.048589,-0.431317,1.032476,0.782033,0.558656,0.788316,0.016411,1.793227
102.499998,-0.560668,1.120847,0.789845,-0.584220,-0.716263,0.048090,-0.432873,1.038656,0.785847,0.543220,0.799263,0.016910,1.790853
102.999998,-0.563984,1.124485,0.793708,-0.568577,-0.726889,0.047586,-0.434455,1.044854,0.789662,0.527577,0.809889,0.017414,1.788472
103.499998,-0.567275,1.128104,0.797569,-0.552735,-0.737189,0.047076,-0.436061,1.051070,0.793477,0.511735,0.820189,0.017924,1.786085
103.999998,-0.570540,1.131704,0.801430,-0.536700,-0.747161,0.046562,-0.437693,1.057302,0.797294,0.495700,0.830161,0.018438,1.783691
104.499998,-0.573778,1.135287,0.805289,-0.520479,-0.756801,0.046042,-0.439352,1.063550,0.801111,0.479478,0.839801,0.018958,1.781290
104.999998,-0.576990,1.138852,0.809148,-0.504078,-0.766105,0.045518,-0.441037,1.069814,0.804929,0.463078,0.849105,0.019482,1.778882
105.499998,-0.580175,1.142400,0.813006,-0.487505,-0.775069,0.044990,-0.442748,1.076094,0.808747,0.446505,0.858069,0.020010,1.776468
105.999998,-0.583333,1.145931,0.816863,-0.470767,-0.783691,0.044458,-0.444486,1.082388,0.812567,0.429767,0.866691,0.020542,1.774047
106.499998,-0.586463,1.149447,0.820719,-0.453872,-0.791968,0.043921,-0.446252,1.088697,0.816387,0.412872,0.874968,0.021079,1.771619
106.999998,-0.589565,1.152947,0.824574,-0.436825,-0.799897,0.043381,-0.448045,1.095019,0.820208,0.395825,0.882897,0.021619,1.769184
107.499998,-0.592639,1.156433,0.828427,-0.419634,-0.807474,0.042838,-0.449867,1.101354,0.824030,0.378634,0.890474,0.022162,1.766741
107.999998,-0.595684,1.159904,0.832280,-0.402307,-0.814698,0.042291,-0.451716,1.107702,0.827853,0.361307,0.897698,0.022709,1.764292
108.499998,-0.598700,1.163361,0.836132,-0.384851,-0.821565,0.041741,-0.453593,1.114062,0.831676,0.343851,0.904565,0.023259,1.761835
108.999998,-0.601687,1.166806,0.839983,-0.367273,-0.828074,0.041189,-0.455500,1.120434,0.835500,0.326273,0.911074,0.023811,1.759371
109.499998,-0.604644,1.170238,0.843833,-0.349581,-0.834223,0.040634,-0.457435,1.126816,0.839325,0.308581,0.917223,0.024366,1.756900
109.999998,-0.607571,1.173658,0.847682,-0.331781,-0.840009,0.040077,-0.459399,1.133209,0.843151,0.290781,0.923009,0.024923,1.754421
110.499998,-0.610468,1.177067,0.851530,-0.313882,-0.845431,0.039518,-0.461393,1.139611,0.846978,0.272882,0.928431,0.025482,1.751935
110.999998,-0.613334,1.180465,0.855377,-0.295892,-0.850486,0.038957,-0.463415,1.146023,0.850806,0.254891,0.933486,0.026043,1.749441
111.499998,-0.616170,1.183853,0.859223,-0.277816,-0.855174,0.038394,-0.465468,1.152443,0.854634,0.236816,0.938174,0.026606,1.746939
111.999997,-0.618975,1.187231,0.863068,-0.259664,-0.859493,0.037830,-0.467551,1.158872,0.858464,0.218664,0.942493,0.027170,1.744430
112.499997,-0.621749,1.190601,0.866911,-0.241442,-0.863442,0.037265,-0.469663,1.165307,0.862294,0.200442,0.946442,0.027735,1.741913
112.999997,-0.624492,1.193962,0.870754,-0.223158,-0.867019,0.036700,-0.471806,1.171750,0.866125,0.182158,0.950019,0.028300,1.739389
113.499997,-0.627203,1.197316,0.874596,-0.204820,-0.870225,0.036133,-0.473979,1.178199,0.869957,0.163820,0.953225,0.028867,1.736856
113.999997,-0.629883,1.200663,0.878436,-0.186436,-0.873057,0.035567,-0.476182,1.184653,0.873789,0.145436,0.956057,0.029433,1.734316
114.499997,-0.632530,1.204004,0.882276,-0.168013,-0.875516,0.035000,-0.478416,1.191113,0.877623,0.127013,0.958516,0.030000,1.731767
114.999997,-0.635146,1.207339,0.886114,-0.149558,-0.877601,0.034433,-0.480681,1.197577,0.881458,0.108558,0.960601,0.030567,1.729211
115.499997,-0.637730,1.210669,0.889951,-0.131079,-0.879312,0.033866,-0.482976,1.204045,0.885293,0.090079,0.962312,0.031134,1.726647
115.999997,-0.640281,1.213994,0.893788,-0.112585,-0.880649,0.033301,-0.485302,1.210517,0.889129,0.071584,0.963649,0.031699,1.724074
116.499997,-0.642800,1.217316,0.897623,-0.094081,-0.881611,0.032736,-0.487659,1.216991,0.892966,0.053081,0.964611,0.032264,1.721494
116.999997,-0.645286,1.220635,0.901457,-0.075577,-0.882199,0.032172,-0.490048,1.223467,0.896804,0.034577,0.965199,0.032828,1.718905
117.499997,-0.647740,1.223952,0.905290,-0.057080,-0.882414,0.031609,-0.492467,1.229944,0.900643,0.016080,0.965414,0.033391,1.716308
117.999997,-0.650161,1.227267,0.909122,-0.038597,-0.882255,0.031048,-0.494917,1.236422,0.904482,-0.002403,0.965255,0.033952,1.713703
118.499997,-0.652550,1.230581,0.912953,-0.020136,-0.881724,0.030488,-0.497398,1.242901,0.908323,-0.020864,0.964724,0.034512,1.711089
118.999997,-0.654905,1.233894,0.916783,-0.001704,-0.880821,0.029931,-0.499911,1.249379,0.912164,-0.039296,0.963821,0.035069,1.708468
119.499997,-0.657228,1.237208,0.920611,0.016691,-0.879547,0.029376,-0.502455,1.255856,0.916007,-0.057691,0.962547,0.035624,1.705838
119.999997,-0.659519,1.240523,0.924439,0.035041,-0.877903,0.028823,-0.505029,1.262332,0.919850,-0.076041,0.960903,0.036177,1.703199
120.499997,-0.661776,1.243839,0.928265,0.053340,-0.875892,0.028273,-0.507635,1.268805,0.923694,-0.094340,0.958892,0.036727,1.700553
120.999997,-0.664001,1.247158,0.932091,0.071579,-0.873513,0.027726,-0.510272,1.275276,0.927538,-0.112579,0.956513,0.037274,1.697898
121.499997,-0.666193,1.250480,0.935915,0.089751,-0.870769,0.027182,-0.512940,1.281743,0.931384,-0.130751,0.953769,0.037818,1.695234
121.999997,-0.668352,1.253805,0.939739,0.107849,-0.867662,0.026641,-0.515639,1.288206,0.935230,-0.148849,0.950661,0.038359,1.692562
122.499997,-0.670479,1.257135,0.943561,0.125866,-0.864192,0.026104,-0.518369,1.294665,0.939078,-0.166866,0.947192,0.038896,1.689882
122.999997,-0.672572,1.260469,0.947382,0.143794,-0.860363,0.025570,-0.521130,1.301118,0.942926,-0.184794,0.943363,0.039430,1.687194
123.499997,-0.674634,1.263809,0.951202,0.161626,-0.856177,0.025041,-0.523922,1.307566,0.946775,-0.202626,0.939177,0.039959,1.684496
123.999997,-0.676663,1.267156,0.955021,0.179355,-0.851635,0.024516,-0.526744,1.314007,0.950625,-0.220355,0.934635,0.040484,1.681791
124.499997,-0.678660,1.270509,0.958839,0.196973,-0.846741,0.023995,-0.529597,1.320441,0.954475,-0.237973,0.929741,0.041005,1.679076
124.999997,-0.680624,1.273870,0.962656,0.214475,-0.841497,0.023479,-0.532480,1.326867,0.958327,-0.255475,0.924497,0.041521,1.676354
125.499997,-0.682556,1.277240,0.966472,0.231852,-0.835905,0.022968,-0.535394,1.333286,0.962179,-0.272852,0.918905,0.042032,1.673622
125.999997,-0.684457,1.280618,0.970287,0.249098,-0.829969,0.022461,-0.538338,1.339695,0.966032,-0.290098,0.912969,0.042539,1.670883
126.499997,-0.686326,1.284006,0.974101,0.266206,-0.823692,0.021960,-0.541312,1.346095,0.969885,-0.307206,0.906692,0.043040,1.668134
126.999997,-0.688163,1.287405,0.977914,0.283169,-0.817076,0.021465,-0.544315,1.352485,0.973740,-0.324169,0.900076,0.043535,1.665377
127.499997,-0.689969,1.290814,0.981726,0.299981,-0.810126,0.020975,-0.547349,1.358865,0.977595,-0.340981,0.893126,0.044025,1.662612
127.999997,-0.691744,1.294235,0.985537,0.316634,-0.802844,0.020491,-0.550412,1.365233,0.981451,-0.357634,0.885844,0.044509,1.659838
128.499997,-0.693487,1.297668,0.989346,0.333123,-0.795234,0.020012,-0.553504,1.371590,0.985308,-0.374123,0.878234,0.044988,1.657056
128.999997,-0.695200,1.301114,0.993155,0.349440,-0.787300,0.019541,-0.556625,1.377934,0.989166,-0.390440,0.870300,0.045459,1.654265
129.499997,-0.696883,1.304574,0.996963,0.365580,-0.779046,0.019075,-0.559775,1.384265,0.993024,-0.406580,0.862046,0.045925,1.651466
129.999997,-0.698535,1.308047,1.000770,0.381536,-0.770476,0.018616,-0.562954,1.390583,0.996883,-0.422536,0.853476,0.046384,1.648658
130.499997,-0.700158,1.311536,1.004576,0.397302,-0.761593,0.018164,-0.566162,1.396887,1.000743,-0.438302,0.844593,0.046836,1.645842
130.999997,-0.701750,1.315040,1.008381,0.412871,-0.752402,0.017718,-0.569397,1.403176,1.004603,-0.453871,0.835402,0.047282,1.643018
131.499997,-0.703314,1.318560,1.012185,0.428238,-0.742908,0.017280,-0.572660,1.409449,1.008465,-0.469238,0.825908,0.047720,1.640185
131.999997,-0.704848,1.322097,1.015988,0.443397,-0.733115,0.016849,-0.575951,1.415707,1.012327,-0.484397,0.816115,0.048151,1.637344
132.499997,-0.706354,1.325651,1.019790,0.458342,-0.723026,0.016426,-0.579270,1.421949,1.016189,-0.499342,0.806026,0.048574,1.634495
132.999997,-0.707832,1.329223,1.023591,0.473067,-0.712648,0.016010,-0.582615,1.428174,1.020052,-0.514067,0.795648,0.048990,1.631638
133.499997,-0.709281,1.332813,1.027392,0.487567,-0.701985,0.015602,-0.585987,1.434381,1.023916,-0.528567,0.784985,0.049398,1.628773
133.999997,-0.710703,1.336422,1.031191,0.501835,-0.691042,0.015201,-0.589385,1.440571,1.027781,-0.542835,0.774042,0.049799,1.625900
134.499997,-0.712097,1.340051,1.034990,0.515867,-0.679824,0.014809,-0.592810,1.446742,1.031646,-0.556867,0.762824,0.050191,1.623019
134.999997,-0.713465,1.343700,1.038787,0.529658,-0.668335,0.014425,-0.596260,1.452894,1.035512,-0.570658,0.751335,0.050575,1.620131
135.499997,-0.714806,1.347370,1.042584,0.543201,-0.656582,0.014049,-0.599736,1.459026,1.039378,-0.584201,0.739582,0.050951,1.617234
135.999997,-0.716122,1.351061,1.046380,0.556493,-0.644570,0.013682,-0.603237,1.465139,1.043245,-0.597493,0.727570,0.051318,1.614330
136.499997,-0.717411,1.354774,1.050176,0.569528,-0.632303,0.013323,-0.606762,1.471231,1.047113,-0.610528,0.715303,0.051677,1.611419
136.999997,-0.718676,1.358510,1.053970,0.582300,-0.619788,0.012973,-0.610312,1.477302,1.050981,-0.623300,0.702788,0.052027,1.608500
137.499997,-0.719915,1.362268,1.057764,0.594807,-0.607030,0.012632,-0.613885,1.483351,1.054849,-0.635807,0.690030,0.052368,1.605574
137.999997,-0.721131,1.366050,1.061557,0.607042,-0.594035,0.012300,-0.617482,1.489378,1.058718,-0.648042,0.677035,0.052700,1.602641
138.499997,-0.722322,1.369855,1.065349,0.619001,-0.580809,0.011977,-0.621102,1.495383,1.062588,-0.660001,0.663809,0.053023,1.599700
138.999997,-0.723491,1.373685,1.069140,0.630681,-0.567357,0.011663,-0.624745,1.501365,1.066458,-0.671681,0.650357,0.053337,1.596753
139.499997,-0.724636,1.377540,1.072931,0.642076,-0.553686,0.011359,-0.628410,1.507323,1.070329,-0.683076,0.636686,0.053641,1.593799
139.999997,-0.725759,1.381420,1.076721,0.653183,-0.539802,0.011064,-0.632097,1.513258,1.074200,-0.694183,0.622802,0.053936,1.590837
140.499997,-0.726860,1.385326,1.080510,0.663998,-0.525710,0.010778,-0.635806,1.519168,1.078072,-0.704998,0.608710,0.054222,1.587870
140.999997,-0.727940,1.389259,1.084299,0.674516,-0.511417,0.010502,-0.639535,1.525054,1.081944,-0.715516,0.594417,0.054498,1.584895
141.499997,-0.728999,1.393218,1.088087,0.684735,-0.496930,0.010236,-0.643285,1.530914,1.085817,-0.725735,0.579930,0.054764,1.581914
141.999997,-0.730037,1.397204,1.091874,0.694650,-0.482254,0.009980,-0.647055,1.536749,1.089690,-0.735650,0.565254,0.055020,1.578927
142.499997,-0.731056,1.401217,1.095660,0.704258,-0.467396,0.009733,-0.650845,1.542558,1.093563,-0.745258,0.550396,0.055267,1.575933
142.999997,-0.732056,1.405259,1.099446,0.713556,-0.452362,0.009497,-0.654654,1.548340,1.097437,-0.754556,0.535362,0.055503,1.572933
143.499997,-0.733037,1.409329,1.103232,0.722541,-0.437160,0.009270,-0.658481,1.554095,1.101311,-0.763541,0.520160,0.055730,1.569927
143.999997,-0.734001,1.413428,1.107017,0.731209,-0.421794,0.009054,-0.662326,1.559823,1.105185,-0.772209,0.504794,0.055946,1.566914
144.499997,-0.734946,1.417556,1.110801,0.739558,-0.406274,0.008847,-0.666189,1.565524,1.109060,-0.780558,0.489274,0.056153,1.563896
144.999997,-0.735875,1.421714,1.114585,0.747585,-0.390603,0.008651,-0.670069,1.571196,1.112935,-0.788585,0.473603,0.056349,1.560872
145.499997,-0.736788,1.425902,1.118368,0.755288,-0.374791,0.008466,-0.673966,1.576840,1.116811,-0.796288,0.457791,0.056534,1.557843
145.999997,-0.737685,1.430119,1.122151,0.762663,-0.358843,0.008290,-0.677878,1.582456,1.120686,-0.803663,0.441843,0.056710,1.554808
146.499997,-0.738567,1.434368,1.125933,0.769709,-0.342766,0.008125,-0.681806,1.588042,1.124562,-0.810709,0.425766,0.056875,1.551767
146.999997,-0.739434,1.438647,1.129715,0.776423,-0.326567,0.007971,-0.685749,1.593599,1.128438,-0.817423,0.409567,0.057029,1.548721
147.499997,-0.740288,1.442958,1.133496,0.782804,-0.310253,0.007827,-0.689706,1.599126,1.132315,-0.823804,0.393253,0.057173,1.545670
147.999997,-0.741129,1.447299,1.137277,0.788849,-0.293831,0.007693,-0.693677,1.604623,1.136191,-0.829849,0.376831,0.057307,1.542614
148.499997,-0.741957,1.451673,1.141057,0.794557,-0.277307,0.007570,-0.697661,1.610090,1.140068,-0.835557,0.360307,0.057430,1.539553
148.999997,-0.742773,1.456079,1.144838,0.799926,-0.260690,0.007457,-0.701657,1.615525,1.143945,-0.840926,0.343690,0.057543,1.536487
149.499997,-0.743578,1.460517,1.148617,0.804955,-0.243985,0.007355,-0.705666,1.620930,1.147822,-0.845955,0.326985,0.057645,1.533417
149.999997,-0.744373,1.464987,1.152397,0.809642,-0.227200,0.007264,-0.709686,1.626304,1.151699,-0.850642,0.310200,0.057736,1.530342
150.499997,-0.745157,1.469491,1.156176,0.813986,-0.210341,0.007183,-0.713717,1.631646,1.155577,-0.854986,0.293341,0.057817,1.527262
150.999997,-0.745933,1.474027,1.159955,0.817987,-0.193417,0.007113,-0.717758,1.636957,1.159454,-0.858987,0.276417,0.057887,1.524178
151.499997,-0.746700,1.478596,1.163733,0.821643,-0.176433,0.007053,-0.721809,1.642235,1.163331,-0.862643,0.259433,0.057947,1.521090
151.999997,-0.747459,1.483199,1.167511,0.824953,-0.159398,0.007004,-0.725869,1.647482,1.167209,-0.865953,0.242398,0.057996,1.517999
152.499997,-0.748211,1.487835,1.171289,0.827917,-0.142317,0.006966,-0.729937,1.652695,1.171086,-0.868917,0.225317,0.058034,1.514903
152.999997,-0.748956,1.492505,1.175067,0.830535,-0.125199,0.006938,-0.734013,1.657877,1.174964,-0.871535,0.208199,0.058062,1.511803
153.499997,-0.749695,1.497209,1.178845,0.832806,-0.108050,0.006921,-0.738096,1.663025,1.178842,-0.873806,0.191050,0.058079,1.508700
153.999997,-0.750429,1.501946,1.182622,0.834731,-0.090877,0.006914,-0.742186,1.668140,1.182719,-0.875731,0.173877,0.058086,1.505594
154.499997,-0.751159,1.506718,1.186399,0.836308,-0.073688,0.006918,-0.746281,1.673222,1.186596,-0.877308,0.156688,0.058082,1.502484
154.999997,-0.751885,1.511523,1.190176,0.837539,-0.056489,0.006932,-0.750382,1.678271,1.190474,-0.878539,0.139489,0.058068,1.499370
155.499997,-0.752607,1.516363,1.193953,0.838423,-0.039287,0.006957,-0.754487,1.683286,1.194351,-0.879423,0.122287,0.058043,1.496254
155.999997,-0.753327,1.521238,1.197730,0.838961,-0.022091,0.006992,-0.758597,1.688268,1.198228,-0.879961,0.105091,0.058008,1.493134
156.499997,-0.754046,1.526146,1.201507,0.839154,-0.004905,0.007037,-0.762710,1.693216,1.202105,-0.880154,0.087905,0.057963,1.490012
156.999996,-0.754763,1.531089,1.205284,0.839002,0.012261,0.007093,-0.766825,1.698130,1.205982,-0.880002,0.070739,0.057907,1.486886
157.499996,-0.755480,1.536066,1.209060,0.838506,0.029403,0.007159,-0.770942,1.703010,1.209859,-0.879506,0.053597,0.057841,1.483758
157.999996,-0.756197,1.541078,1.212837,0.837667,0.046512,0.007235,-0.775061,1.707856,1.213735,-0.878667,0.036488,0.057765,1.480627
158.499996,-0.756915,1.546124,1.216613,0.836487,0.063581,0.007322,-0.779181,1.712667,1.217612,-0.877487,0.019419,0.057678,1.477493
158.999996,-0.757635,1.551205,1.220390,0.834965,0.080605,0.007418,-0.783300,1.717445,1.221488,-0.875966,0.002395,0.057582,1.474357
159.499996,-0.758357,1.556320,1.224167,0.833105,0.097575,0.007525,-0.787419,1.722188,1.225363,-0.874105,-0.014575,0.057475,1.471218
159.999996,-0.759083,1.561469,1.227943,0.830907,0.114486,0.007641,-0.791536,1.726897,1.229239,-0.871907,-0.031486,0.057359,1.468077
160.499996,-0.759812,1.566653,1.231720,0.828374,0.131330,0.007767,-0.795651,1.731572,1.233114,-0.869374,-0.048330,0.057233,1.464933
160.999996,-0.760546,1.571871,1.235497,0.825506,0.148101,0.007903,-0.799764,1.736212,1.236989,-0.866506,-0.065101,0.057097,1.461787
161.499996,-0.761284,1.577123,1.239274,0.822306,0.164793,0.008049,-0.803873,1.740818,1.240863,-0.863306,-0.081793,0.056951,1.458640
161.999996,-0.762029,1.582410,1.243051,0.818776,0.181397,0.008205,-0.807978,1.745390,1.244737,-0.859776,-0.098397,0.056795,1.455490
162.499996,-0.762781,1.587730,1.246828,0.814919,0.197909,0.008369,-0.812078,1.749927,1.248611,-0.855919,-0.114909,0.056631,1.452338
162.999996,-0.763539,1.593084,1.250606,0.810735,0.214321,0.008544,-0.816172,1.754430,1.252485,-0.851735,-0.131321,0.056456,1.449184
163.499996,-0.764306,1.598471,1.254384,0.806229,0.230627,0.008727,-0.820261,1.758899,1.256357,-0.847229,-0.147627,0.056273,1.446029
163.999996,-0.765081,1.603893,1.258161,0.801403,0.246821,0.008920,-0.824342,1.763334,1.260230,-0.842403,-0.163821,0.056080,1.442871
164.499996,-0.765865,1.609347,1.261940,0.796259,0.262896,0.009122,-0.828417,1.767735,1.264102,-0.837259,-0.179896,0.055878,1.439712
164.999996,-0.766660,1.614835,1.265718,0.790800,0.278846,0.009333,-0.832482,1.772102,1.267973,-0.831800,-0.195846,0.055667,1.436552
165.499996,-0.767465,1.620356,1.269497,0.785029,0.294666,0.009553,-0.836539,1.776436,1.271844,-0.826029,-0.211666,0.055447,1.433390
165.999996,-0.768282,1.625909,1.273276,0.778949,0.310348,0.009782,-0.840587,1.780735,1.275715,-0.819949,-0.227348,0.055218,1.430226
166.499996,-0.769110,1.631495,1.277055,0.772564,0.325886,0.010019,-0.844624,1.785001,1.279585,-0.813564,-0.242886,0.054981,1.427061
166.999996,-0.769951,1.637114,1.280834,0.765877,0.341275,0.010265,-0.848650,1.789234,1.283454,-0.806877,-0.258275,0.054735,1.423895
167.499996,-0.770805,1.642765,1.284614,0.758891,0.356509,0.010519,-0.852665,1.793433,1.287322,-0.799891,-0.273509,0.054481,1.420727
167.999996,-0.771673,1.648447,1.288394,0.751610,0.371583,0.010782,-0.856667,1.797600,1.291191,-0.792610,-0.288583,0.054218,1.417558
168.499996,-0.772555,1.654161,1.292175,0.744038,0.386489,0.011052,-0.860657,1.801733,1.295058,-0.785038,-0.303489,0.053948,1.414387
168.999996,-0.773453,1.659907,1.295956,0.736177,0.401223,0.011331,-0.864633,1.805834,1.298925,-0.777177,-0.318223,0.053669,1.411216
169.499996,-0.774366,1.665683,1.299738,0.728033,0.415778,0.011617,-0.868594,1.809902,1.302791,-0.769033,-0.332778,0.053383,1.408043
169.999996,-0.775296,1.671491,1.303519,0.719610,0.430151,0.011912,-0.872541,1.813939,1.306656,-0.760610,-0.347151,0.053088,1.404869
170.499996,-0.776243,1.677328,1.307302,0.710910,0.444334,0.012213,-0.876472,1.817943,1.310521,-0.751910,-0.361334,0.052787,1.401693
170.999996,-0.777207,1.683196,1.311084,0.701939,0.458324,0.012522,-0.880387,1.821915,1.314385,-0.742939,-0.375324,0.052478,1.398516
171.499996,-0.778190,1.689094,1.314868,0.692701,0.472114,0.012839,-0.884285,1.825857,1.318248,-0.733701,-0.389114,0.052161,1.395338
171.999996,-0.779191,1.695021,1.318651,0.683200,0.485699,0.013162,-0.888165,1.829767,1.322110,-0.724200,-0.402699,0.051838,1.392159
172.499996,-0.780212,1.700977,1.322436,0.673441,0.499075,0.013493,-0.892027,1.833646,1.325972,-0.714441,-0.416075,0.051507,1.388979
172.999996,-0.781253,1.706961,1.326220,0.663428,0.512237,0.013830,-0.895871,1.837495,1.329833,-0.704428,-0.429237,0.051170,1.385797
173.499996,-0.782315,1.712974,1.330006,0.653167,0.525179,0.014174,-0.899695,1.841313,1.333693,-0.694167,-0.442179,0.050826,1.382614
173.999996,-0.783397,1.719015,1.333791,0.642661,0.537897,0.014525,-0.903498,1.845102,1.337552,-0.683661,-0.454897,0.050475,1.379430
174.499996,-0.784502,1.725083,1.337578,0.631916,0.550387,0.014881,-0.907281,1.848861,1.341410,-0.672916,-0.467387,0.050119,1.376244
174.999996,-0.785628,1.731178,1.341365,0.620937,0.562644,0.015244,-0.911043,1.852591,1.345268,-0.661937,-0.479644,0.049756,1.373057
175.499996,-0.786778,1.737300,1.345152,0.609728,0.574664,0.015613,-0.914782,1.856293,1.349124,-0.650728,-0.491664,0.049387,1.369869
175.999996,-0.787951,1.743448,1.348940,0.598295,0.586441,0.015988,-0.918499,1.859966,1.352979,-0.639295,-0.503441,0.049012,1.366680
176.499996,-0.789147,1.749621,1.352729,0.586644,0.597973,0.016368,-0.922192,1.863611,1.356834,-0.627644,-0.514973,0.048632,1.363489
176.999996,-0.790369,1.755820,1.356519,0.574778,0.609255,0.016754,-0.925862,1.867229,1.360688,-0.615778,-0.526255,0.048246,1.360297
177.499996,-0.791615,1.762044,1.360309,0.562705,0.620283,0.017145,-0.929508,1.870820,1.364540,-0.603705,-0.537283,0.047855,1.357104
177.999996,-0.792886,1.768292,1.364099,0.550428,0.631053,0.017541,-0.933128,1.874384,1.368392,-0.591428,-0.548053,0.047459,1.353909
178.499996,-0.794184,1.774563,1.367891,0.537955,0.641562,0.017942,-0.936723,1.877923,1.372243,-0.578955,-0.558562,0.047058,1.350713
178.999996,-0.795507,1.780858,1.371683,0.525289,0.651806,0.018347,-0.940292,1.881435,1.376092,-0.566289,-0.568806,0.046653,1.347516
179.499996,-0.796858,1.787176,1.375476,0.512438,0.661781,0.018757,-0.943834,1.884922,1.379941,-0.553438,-0.578781,0.046243,1.344317
